-183.583, 77.711, 1.828,  1.765
-183.577, 77.650, 1.830,  1.798
-183.571, 77.589, 1.834,  1.831
-183.565, 77.529, 1.839,  1.864
-183.559, 77.467, 1.846,  1.897
-183.553, 77.406, 1.853,  1.930
-183.547, 77.344, 1.860,  1.963
-183.541, 77.282, 1.867,  1.996
-183.535, 77.220, 1.874,  2.029
-183.528, 77.158, 1.881,  2.062
-183.522, 77.095, 1.888,  2.095
-183.516, 77.032, 1.894,  2.128
-183.510, 76.969, 1.899,  2.161
-183.503, 76.906, 1.905,  2.194
-183.497, 76.843, 1.909,  2.227
-183.491, 76.780, 1.914,  2.260
-183.484, 76.716, 1.918,  2.293
-183.478, 76.652, 1.922,  2.326
-183.471, 76.588, 1.927,  2.359
-183.465, 76.524, 1.931,  2.392
-183.459, 76.460, 1.935,  2.425
-183.452, 76.396, 1.940,  2.458
-183.446, 76.331, 1.945,  2.491
-183.439, 76.267, 1.950,  2.524
-183.433, 76.202, 1.956,  2.557
-183.426, 76.137, 1.961,  2.590
-183.420, 76.072, 1.967,  2.623
-183.413, 76.006, 1.973,  2.656
-183.407, 75.941, 1.979,  2.689
-183.400, 75.875, 1.985,  2.722
-183.394, 75.809, 1.991,  2.755
-183.387, 75.743, 1.997,  2.788
-183.381, 75.676, 2.003,  2.821
-183.374, 75.610, 2.009,  2.854
-183.368, 75.543, 2.015,  2.887
-183.361, 75.476, 2.021,  2.920
-183.355, 75.409, 2.026,  2.953
-183.348, 75.341, 2.032,  2.986
-183.342, 75.274, 2.038,  3.019
-183.335, 75.206, 2.044,  3.052
-183.329, 75.138, 2.050,  3.085
-183.322, 75.070, 2.056,  3.118
-183.316, 75.001, 2.062,  3.151
-183.309, 74.932, 2.069,  3.184
-183.303, 74.864, 2.075,  3.217
-183.296, 74.795, 2.081,  3.250
-183.290, 74.725, 2.087,  3.283
-183.283, 74.656, 2.093,  3.316
-183.277, 74.586, 2.100,  3.349
-183.270, 74.516, 2.106,  3.382
-183.264, 74.446, 2.113,  3.415
-183.257, 74.376, 2.119,  3.448
-183.251, 74.306, 2.126,  3.481
-183.244, 74.235, 2.132,  3.514
-183.238, 74.164, 2.139,  3.547
-183.231, 74.093, 2.146,  3.580
-183.225, 74.021, 2.152,  3.613
-183.219, 73.950, 2.159,  3.646
-183.212, 73.878, 2.166,  3.679
-183.206, 73.806, 2.173,  3.712
-183.199, 73.733, 2.179,  3.745
-183.193, 73.661, 2.186,  3.778
-183.187, 73.588, 2.193,  3.811
-183.180, 73.515, 2.200,  3.844
-183.174, 73.442, 2.207,  3.877
-183.167, 73.368, 2.214,  3.910
-183.161, 73.294, 2.221,  3.943
-183.155, 73.220, 2.228,  3.976
-183.149, 73.146, 2.235,  4.009
-183.142, 73.072, 2.242,  4.042
-183.136, 72.997, 2.249,  4.075
-183.130, 72.922, 2.256,  4.108
-183.123, 72.847, 2.263,  4.141
-183.117, 72.772, 2.270,  4.174
-183.111, 72.696, 2.277,  4.207
-183.105, 72.620, 2.284,  4.240
-183.099, 72.544, 2.292,  4.273
-183.092, 72.468, 2.299,  4.306
-183.086, 72.391, 2.306,  4.339
-183.080, 72.314, 2.314,  4.372
-183.074, 72.237, 2.321,  4.405
-183.068, 72.160, 2.329,  4.438
-183.062, 72.082, 2.336,  4.471
-183.056, 72.005, 2.344,  4.504
-183.050, 71.926, 2.351,  4.537
-183.044, 71.848, 2.359,  4.570
-183.038, 71.770, 2.366,  4.603
-183.032, 71.691, 2.374,  4.636
-183.026, 71.612, 2.382,  4.669
-183.020, 71.532, 2.389,  4.702
-183.014, 71.453, 2.397,  4.735
-183.008, 71.373, 2.405,  4.768
-183.002, 71.292, 2.413,  4.801
-182.996, 71.212, 2.420,  4.834
-182.990, 71.131, 2.428,  4.867
-182.984, 71.050, 2.436,  4.900
-182.978, 70.969, 2.444,  4.933
-182.973, 70.888, 2.452,  4.966
-182.967, 70.806, 2.460,  4.999
-182.961, 70.724, 2.468,  5.032
-182.955, 70.642, 2.476,  5.065
-182.950, 70.559, 2.484,  5.098
-182.944, 70.476, 2.492,  5.131
-182.938, 70.393, 2.500,  5.164
-182.933, 70.310, 2.508,  5.197
-182.927, 70.226, 2.516,  5.230
-182.921, 70.142, 2.524,  5.263
-182.916, 70.058, 2.533,  5.296
-182.910, 69.974, 2.541,  5.329
-182.905, 69.889, 2.549,  5.362
-182.899, 69.804, 2.558,  5.395
-182.894, 69.719, 2.566,  5.428
-182.888, 69.633, 2.574,  5.461
-182.883, 69.547, 2.583,  5.494
-182.877, 69.461, 2.591,  5.527
-182.872, 69.375, 2.599,  5.560
-182.866, 69.288, 2.608,  5.593
-182.861, 69.201, 2.616,  5.626
-182.856, 69.114, 2.625,  5.659
-182.850, 69.026, 2.633,  5.692
-182.845, 68.938, 2.642,  5.725
-182.840, 68.850, 2.651,  5.758
-182.835, 68.762, 2.659,  5.791
-182.829, 68.673, 2.668,  5.824
-182.824, 68.584, 2.677,  5.857
-182.819, 68.495, 2.686,  5.890
-182.814, 68.405, 2.695,  5.923
-182.809, 68.315, 2.704,  5.956
-182.803, 68.225, 2.713,  5.989
-182.798, 68.135, 2.722,  6.022
-182.793, 68.044, 2.731,  6.055
-182.788, 67.953, 2.740,  6.088
-182.783, 67.861, 2.749,  6.121
-182.778, 67.770, 2.758,  6.154
-182.773, 67.678, 2.767,  6.187
-182.768, 67.585, 2.776,  6.220
-182.763, 67.493, 2.785,  6.253
-182.758, 67.400, 2.794,  6.286
-182.753, 67.306, 2.803,  6.319
-182.749, 67.213, 2.813,  6.352
-182.744, 67.119, 2.822,  6.385
-182.739, 67.025, 2.831,  6.418
-182.734, 66.930, 2.841,  6.451
-182.729, 66.835, 2.850,  6.484
-182.724, 66.740, 2.860,  6.517
-182.720, 66.645, 2.869,  6.550
-182.715, 66.549, 2.879,  6.583
-182.710, 66.453, 2.888,  6.616
-182.706, 66.357, 2.898,  6.649
-182.701, 66.260, 2.907,  6.682
-182.696, 66.163, 2.917,  6.715
-182.692, 66.066, 2.927,  6.748
-182.687, 65.968, 2.936,  6.781
-182.683, 65.870, 2.946,  6.814
-182.678, 65.771, 2.956,  6.847
-182.674, 65.673, 2.966,  6.880
-182.669, 65.574, 2.976,  6.913
-182.665, 65.474, 2.985,  6.946
-182.660, 65.375, 2.995,  6.979
-182.656, 65.275, 3.006,  7.012
-182.651, 65.174, 3.016,  7.045
-182.647, 65.074, 3.026,  7.078
-182.643, 64.973, 3.036,  7.111
-182.638, 64.871, 3.046,  7.144
-182.634, 64.770, 3.056,  7.177
-182.630, 64.668, 3.066,  7.210
-182.625, 64.565, 3.076,  7.243
-182.621, 64.463, 3.086,  7.276
-182.617, 64.360, 3.096,  7.309
-182.613, 64.256, 3.107,  7.342
-182.608, 64.152, 3.117,  7.375
-182.604, 64.048, 3.127,  7.408
-182.600, 63.944, 3.138,  7.441
-182.596, 63.839, 3.148,  7.474
-182.592, 63.734, 3.159,  7.507
-182.588, 63.629, 3.169,  7.540
-182.584, 63.523, 3.180,  7.573
-182.580, 63.417, 3.190,  7.606
-182.576, 63.310, 3.201,  7.639
-182.571, 63.203, 3.212,  7.672
-182.567, 63.096, 3.222,  7.705
-182.564, 62.988, 3.233,  7.738
-182.560, 62.880, 3.244,  7.771
-182.556, 62.772, 3.254,  7.804
-182.552, 62.663, 3.265,  7.837
-182.548, 62.554, 3.276,  7.870
-182.544, 62.445, 3.287,  7.903
-182.540, 62.335, 3.298,  7.936
-182.536, 62.225, 3.309,  7.969
-182.532, 62.114, 3.320,  8.002
-182.529, 62.004, 3.331,  8.035
-182.525, 61.892, 3.342,  8.068
-182.521, 61.781, 3.353,  8.101
-182.517, 61.669, 3.365,  8.134
-182.514, 61.556, 3.376,  8.167
-182.510, 61.444, 3.387,  8.200
-182.506, 61.330, 3.398,  8.233
-182.503, 61.217, 3.410,  8.266
-182.499, 61.103, 3.421,  8.299
-182.495, 60.989, 3.433,  8.332
-182.492, 60.874, 3.444,  8.365
-182.488, 60.759, 3.456,  8.398
-182.484, 60.644, 3.467,  8.431
-182.481, 60.528, 3.479,  8.464
-182.477, 60.412, 3.490,  8.497
-182.474, 60.295, 3.502,  8.530
-182.470, 60.178, 3.513,  8.563
-182.467, 60.061, 3.525,  8.596
-182.463, 59.943, 3.537,  8.629
-182.460, 59.825, 3.548,  8.662
-182.456, 59.706, 3.560,  8.695
-182.453, 59.587, 3.572,  8.728
-182.449, 59.468, 3.584,  8.761
-182.446, 59.348, 3.596,  8.794
-182.443, 59.228, 3.608,  8.827
-182.439, 59.108, 3.620,  8.860
-182.436, 58.987, 3.632,  8.893
-182.433, 58.865, 3.644,  8.926
-182.429, 58.744, 3.657,  8.959
-182.426, 58.622, 3.669,  8.992
-182.423, 58.499, 3.681,  9.025
-182.419, 58.376, 3.693,  9.058
-182.416, 58.253, 3.706,  9.091
-182.413, 58.129, 3.718,  9.124
-182.410, 58.005, 3.731,  9.157
-182.406, 57.880, 3.743,  9.190
-182.403, 57.755, 3.755,  9.223
-182.400, 57.630, 3.768,  9.256
-182.397, 57.504, 3.780,  9.289
-182.394, 57.377, 3.793,  9.322
-182.390, 57.251, 3.806,  9.355
-182.387, 57.123, 3.818,  9.388
-182.384, 56.996, 3.831,  9.421
-182.381, 56.868, 3.844,  9.454
-182.378, 56.739, 3.857,  9.487
-182.375, 56.611, 3.870,  9.520
-182.372, 56.481, 3.883,  9.553
-182.369, 56.352, 3.895,  9.586
-182.366, 56.222, 3.908,  9.619
-182.363, 56.091, 3.921,  9.652
-182.360, 55.960, 3.934,  9.685
-182.357, 55.828, 3.947,  9.718
-182.354, 55.697, 3.960,  9.751
-182.351, 55.564, 3.973,  9.784
-182.348, 55.432, 3.986,  9.817
-182.345, 55.298, 3.999,  9.850
-182.342, 55.165, 4.012,  9.883
-182.339, 55.031, 4.025,  9.916
-182.336, 54.896, 4.039,  9.949
-182.333, 54.761, 4.052,  9.982
-182.330, 54.626, 4.065, 10.015
-182.327, 54.490, 4.079, 10.048
-182.325, 54.354, 4.092, 10.081
-182.322, 54.217, 4.106, 10.114
-182.319, 54.080, 4.119, 10.147
-182.316, 53.942, 4.133, 10.180
-182.313, 53.804, 4.147, 10.213
-182.310, 53.666, 4.160, 10.246
-182.308, 53.527, 4.174, 10.279
-182.305, 53.387, 4.188, 10.312
-182.302, 53.247, 4.202, 10.345
-182.299, 53.107, 4.215, 10.378
-182.297, 52.966, 4.229, 10.411
-182.294, 52.825, 4.243, 10.444
-182.291, 52.683, 4.257, 10.477
-182.288, 52.541, 4.271, 10.510
-182.286, 52.398, 4.286, 10.543
-182.283, 52.255, 4.300, 10.576
-182.280, 52.111, 4.314, 10.609
-182.278, 51.967, 4.328, 10.642
-182.275, 51.823, 4.343, 10.675
-182.272, 51.677, 4.357, 10.708
-182.270, 51.532, 4.372, 10.741
-182.267, 51.386, 4.386, 10.774
-182.265, 51.239, 4.401, 10.807
-182.262, 51.092, 4.416, 10.840
-182.259, 50.945, 4.430, 10.873
-182.257, 50.797, 4.445, 10.906
-182.254, 50.648, 4.460, 10.939
-182.252, 50.499, 4.475, 10.972
-182.249, 50.350, 4.489, 11.005
-182.246, 50.200, 4.504, 11.038
-182.244, 50.049, 4.519, 11.071
-182.241, 49.898, 4.534, 11.104
-182.239, 49.747, 4.549, 11.137
-182.236, 49.595, 4.564, 11.170
-182.234, 49.442, 4.580, 11.203
-182.231, 49.289, 4.595, 11.236
-182.229, 49.136, 4.610, 11.269
-182.226, 48.981, 4.625, 11.302
-182.224, 48.827, 4.640, 11.335
-182.221, 48.672, 4.656, 11.368
-182.219, 48.516, 4.671, 11.401
-182.217, 48.360, 4.687, 11.434
-182.214, 48.204, 4.703, 11.467
-182.212, 48.046, 4.718, 11.500
-182.209, 47.889, 4.734, 11.533
-182.207, 47.731, 4.750, 11.566
-182.204, 47.572, 4.766, 11.599
-182.202, 47.413, 4.782, 11.632
-182.200, 47.253, 4.797, 11.665
-182.197, 47.093, 4.813, 11.698
-182.195, 46.932, 4.829, 11.731
-182.193, 46.770, 4.845, 11.764
-182.190, 46.609, 4.861, 11.797
-182.188, 46.446, 4.877, 11.830
-182.186, 46.283, 4.894, 11.863
-182.183, 46.120, 4.910, 11.896
-182.181, 45.956, 4.926, 11.929
-182.179, 45.791, 4.943, 11.962
-182.176, 45.626, 4.959, 11.995
-182.174, 45.460, 4.975, 12.028
-182.172, 45.294, 4.992, 12.061
-182.169, 45.127, 5.009, 12.094
-182.167, 44.960, 5.026, 12.127
-182.165, 44.792, 5.042, 12.160
-182.162, 44.623, 5.059, 12.193
-182.160, 44.454, 5.076, 12.226
-182.158, 44.285, 5.093, 12.259
-182.156, 44.114, 5.109, 12.292
-182.153, 43.944, 5.115, 12.325
-182.151, 43.774, 5.102, 12.358
-182.149, 43.605, 5.085, 12.391
-182.147, 43.436, 5.074, 12.424
-182.145, 43.267, 5.070, 12.457
-182.143, 43.098, 5.074, 12.490
-182.140, 42.929, 5.086, 12.523
-182.138, 42.758, 5.108, 12.556
-182.136, 42.587, 5.138, 12.589
-182.134, 42.415, 5.176, 12.622
-182.132, 42.241, 5.221, 12.655
-182.130, 42.065, 5.272, 12.688
-182.127, 41.888, 5.325, 12.721
-182.125, 41.709, 5.378, 12.754
-182.123, 41.528, 5.428, 12.787
-182.121, 41.346, 5.472, 12.820
-182.119, 41.162, 5.509, 12.853
-182.117, 40.978, 5.538, 12.886
-182.114, 40.793, 5.558, 12.919
-182.112, 40.608, 5.571, 12.952
-182.110, 40.422, 5.578, 12.985
-182.108, 40.236, 5.579, 13.018
-182.106, 40.051, 5.577, 13.051
-182.104, 39.865, 5.572, 13.084
-182.102, 39.680, 5.567, 13.117
-182.099, 39.495, 5.562, 13.150
-182.097, 39.310, 5.559, 13.183
-182.095, 39.124, 5.559, 13.216
-182.093, 38.939, 5.563, 13.249
-182.091, 38.754, 5.572, 13.282
-182.089, 38.568, 5.587, 13.315
-182.087, 38.381, 5.606, 13.348
-182.085, 38.193, 5.632, 13.381
-182.083, 38.005, 5.662, 13.414
-182.081, 37.815, 5.696, 13.447
-182.079, 37.624, 5.734, 13.480
-182.077, 37.432, 5.773, 13.513
-182.075, 37.238, 5.813, 13.546
-182.073, 37.043, 5.851, 13.579
-182.070, 36.847, 5.886, 13.612
-182.068, 36.650, 5.917, 13.645
-182.066, 36.452, 5.944, 13.678
-182.064, 36.254, 5.965, 13.711
-182.062, 36.055, 5.982, 13.744
-182.060, 35.855, 5.995, 13.777
-182.058, 35.655, 6.004, 13.810
-182.056, 35.455, 6.011, 13.843
-182.054, 35.255, 6.017, 13.876
-182.052, 35.054, 6.022, 13.909
-182.050, 34.854, 6.028, 13.942
-182.048, 34.653, 6.036, 13.975
-182.046, 34.451, 6.046, 14.008
-182.044, 34.250, 6.059, 14.041
-182.042, 34.047, 6.075, 14.074
-182.040, 33.844, 6.095, 14.107
-182.038, 33.641, 6.118, 14.140
-182.036, 33.436, 6.144, 14.173
-182.034, 33.231, 6.174, 14.206
-182.033, 33.024, 6.205, 14.239
-182.031, 32.816, 6.238, 14.272
-182.029, 32.607, 6.271, 14.305
-182.027, 32.398, 6.303, 14.338
-182.025, 32.187, 6.334, 14.371
-182.023, 31.975, 6.362, 14.404
-182.021, 31.762, 6.387, 14.437
-182.019, 31.549, 6.409, 14.470
-182.017, 31.335, 6.429, 14.503
-182.015, 31.120, 6.445, 14.536
-182.013, 30.905, 6.459, 14.569
-182.011, 30.690, 6.472, 14.602
-182.009, 30.474, 6.484, 14.635
-182.007, 30.257, 6.497, 14.668
-182.005, 30.041, 6.510, 14.701
-182.003, 29.824, 6.524, 14.734
-182.001, 29.606, 6.540, 14.767
-182.000, 29.387, 6.559, 14.800
-181.998, 29.168, 6.580, 14.833
-181.996, 28.948, 6.604, 14.866
-181.994, 28.728, 6.630, 14.899
-181.992, 28.506, 6.658, 14.932
-181.990, 28.283, 6.688, 14.965
-181.988, 28.060, 6.719, 14.998
-181.986, 27.835, 6.750, 15.031
-181.984, 27.609, 6.779, 15.064
-181.982, 27.382, 6.807, 15.097
-181.980, 27.155, 6.833, 15.130
-181.979, 26.926, 6.857, 15.163
-181.977, 26.697, 6.878, 15.196
-181.975, 26.468, 6.898, 15.229
-181.973, 26.238, 6.916, 15.262
-181.971, 26.007, 6.933, 15.295
-181.969, 25.775, 6.949, 15.328
-181.967, 25.543, 6.966, 15.361
-181.965, 25.311, 6.983, 15.394
-181.963, 25.078, 7.002, 15.427
-181.961, 24.844, 7.022, 15.460
-181.960, 24.609, 7.043, 15.493
-181.958, 24.374, 7.067, 15.526
-181.956, 24.138, 7.092, 15.559
-181.954, 23.901, 7.119, 15.592
-181.952, 23.663, 7.147, 15.625
-181.950, 23.424, 7.176, 15.658
-181.948, 23.184, 7.205, 15.691
-181.946, 22.943, 7.234, 15.724
-181.945, 22.701, 7.262, 15.757
-181.943, 22.458, 7.289, 15.790
-181.941, 22.215, 7.315, 15.823
-181.939, 21.970, 7.340, 15.856
-181.937, 21.725, 7.364, 15.889
-181.935, 21.479, 7.386, 15.922
-181.933, 21.232, 7.408, 15.955
-181.931, 20.985, 7.429, 15.988
-181.930, 20.737, 7.450, 16.021
-181.928, 20.488, 7.471, 16.054
-181.926, 20.239, 7.493, 16.087
-181.924, 19.988, 7.515, 16.120
-181.922, 19.737, 7.538, 16.153
-181.920, 19.485, 7.562, 16.186
-181.918, 19.233, 7.588, 16.219
-181.916, 18.979, 7.614, 16.252
-181.915, 18.725, 7.640, 16.285
-181.913, 18.469, 7.668, 16.318
-181.911, 18.213, 7.695, 16.351
-181.909, 17.956, 7.723, 16.384
-181.907, 17.698, 7.751, 16.417
-181.905, 17.439, 7.778, 16.450
-181.903, 17.179, 7.806, 16.483
-181.902, 16.918, 7.833, 16.516
-181.900, 16.656, 7.859, 16.549
-181.898, 16.393, 7.886, 16.582
-181.896, 16.130, 7.911, 16.615
-181.894, 15.865, 7.937, 16.648
-181.892, 15.600, 7.962, 16.681
-181.890, 15.334, 7.987, 16.714
-181.888, 15.067, 8.013, 16.747
-181.886, 14.800, 8.038, 16.780
-181.884, 14.531, 8.064, 16.813
-181.882, 14.262, 8.090, 16.846
-181.881, 13.991, 8.116, 16.879
-181.879, 13.720, 8.143, 16.912
-181.877, 13.448, 8.170, 16.945
-181.875, 13.175, 8.198, 16.978
-181.873, 12.901, 8.226, 17.011
-181.871, 12.626, 8.254, 17.044
-181.869, 12.350, 8.282, 17.077
-181.867, 12.073, 8.311, 17.110
-181.865, 11.796, 8.340, 17.143
-181.863, 11.517, 8.368, 17.176
-181.861, 11.237, 8.397, 17.209
-181.859, 10.957, 8.426, 17.242
-181.858, 10.675, 8.454, 17.275
-181.856, 10.392, 8.483, 17.308
-181.854, 10.109, 8.511, 17.341
-181.852, 9.825, 8.539, 17.374
-181.850, 9.539, 8.567, 17.407
-181.848, 9.253, 8.595, 17.440
-181.846, 8.966, 8.623, 17.473
-181.844, 8.678, 8.651, 17.506
-181.842, 8.389, 8.680, 17.539
-181.840, 8.099, 8.708, 17.572
-181.838, 7.808, 8.737, 17.605
-181.836, 7.516, 8.766, 17.638
-181.834, 7.223, 8.795, 17.671
-181.832, 6.929, 8.824, 17.704
-181.830, 6.634, 8.854, 17.737
-181.828, 6.338, 8.884, 17.770
-181.826, 6.041, 8.914, 17.803
-181.824, 5.743, 8.944, 17.836
-181.822, 5.444, 8.974, 17.869
-181.820, 5.144, 9.005, 17.902
-181.818, 4.844, 9.035, 17.935
-181.816, 4.542, 9.065, 17.968
-181.814, 4.239, 9.096, 18.001
-181.812, 3.935, 9.126, 18.034
-181.810, 3.630, 9.157, 18.067
-181.808, 3.324, 9.187, 18.100
-181.806, 3.017, 9.218, 18.133
-181.804, 2.709, 9.249, 18.166
-181.802, 2.400, 9.279, 18.199
-181.800, 2.090, 9.310, 18.232
-181.798, 1.778, 9.341, 18.265
-181.796, 1.466, 9.372, 18.298
-181.794, 1.153, 9.403, 18.331
-181.792, 0.839, 9.434, 18.364
-181.790, 0.524, 9.465, 18.397
-181.788, 0.207, 9.497, 18.430
-181.786, -0.110, 9.529, 18.463
-181.784, -0.428, 9.561, 18.496
-181.782, -0.748, 9.593, 18.529
-181.780, -1.069, 9.626, 18.562
-181.778, -1.390, 9.658, 18.595
-181.776, -1.713, 9.691, 18.628
-181.774, -2.037, 9.723, 18.661
-181.772, -2.362, 9.756, 18.694
-181.770, -2.688, 9.789, 18.727
-181.767, -3.015, 9.821, 18.760
-181.765, -3.343, 9.854, 18.793
-181.763, -3.672, 9.887, 18.826
-181.761, -4.003, 9.920, 18.859
-181.759, -4.334, 9.953, 18.892
-181.757, -4.667, 9.986, 18.925
-181.755, -5.001, 10.019, 18.958
-181.753, -5.335, 10.052, 18.991
-181.751, -5.671, 10.085, 19.024
-181.748, -6.008, 10.119, 19.057
-181.746, -6.346, 10.153, 19.090
-181.744, -6.686, 10.187, 19.123
-181.742, -7.026, 10.221, 19.156
-181.740, -7.368, 10.255, 19.189
-181.738, -7.710, 10.290, 19.222
-181.735, -8.054, 10.324, 19.255
-181.733, -8.399, 10.359, 19.288
-181.731, -8.746, 10.394, 19.321
-181.729, -9.093, 10.429, 19.354
-181.727, -9.441, 10.464, 19.387
-181.724, -9.791, 10.499, 19.420
-181.722, -10.142, 10.534, 19.453
-181.720, -10.494, 10.569, 19.486
-181.718, -10.847, 10.605, 19.519
-181.715, -11.202, 10.640, 19.552
-181.713, -11.557, 10.675, 19.585
-181.711, -11.914, 10.711, 19.618
-181.709, -12.272, 10.747, 19.651
-181.706, -12.631, 10.782, 19.684
-181.704, -12.991, 10.818, 19.717
-181.702, -13.353, 10.854, 19.750
-181.700, -13.715, 10.890, 19.783
-181.697, -14.079, 10.927, 19.816
-181.695, -14.445, 10.963, 19.849
-181.693, -14.811, 11.000, 19.882
-181.690, -15.178, 11.037, 19.915
-181.688, -15.547, 11.073, 19.948
-181.686, -15.917, 11.111, 19.981
-181.683, -16.289, 11.148, 20.014
-181.681, -16.661, 11.185, 20.047
-181.679, -17.035, 11.223, 20.080
-181.676, -17.410, 11.260, 20.113
-181.674, -17.786, 11.298, 20.146
-181.671, -18.164, 11.336, 20.179
-181.669, -18.543, 11.374, 20.212
-181.667, -18.923, 11.412, 20.245
-181.664, -19.304, 11.450, 20.278
-181.662, -19.687, 11.489, 20.311
-181.659, -20.071, 11.527, 20.344
-181.657, -20.456, 11.566, 20.377
-181.654, -20.842, 11.605, 20.410
-181.652, -21.230, 11.644, 20.443
-181.649, -21.619, 11.683, 20.476
-181.647, -22.010, 11.722, 20.509
-181.644, -22.402, 11.762, 20.542
-181.642, -22.795, 11.802, 20.575
-181.639, -23.189, 11.841, 20.608
-181.637, -23.585, 11.881, 20.641
-181.634, -23.982, 11.921, 20.674
-181.632, -24.380, 11.961, 20.707
-181.629, -24.780, 12.002, 20.740
-181.627, -25.181, 12.042, 20.773
-181.624, -25.583, 12.083, 20.806
-181.621, -25.987, 12.123, 20.839
-181.619, -26.392, 12.164, 20.872
-181.616, -26.799, 12.204, 20.905
-181.614, -27.207, 12.245, 20.938
-181.611, -27.616, 12.286, 20.971
-181.608, -28.026, 12.327, 21.004
-181.606, -28.438, 12.368, 21.037
-181.603, -28.852, 12.410, 21.070
-181.600, -29.266, 12.451, 21.103
-181.598, -29.683, 12.493, 21.136
-181.595, -30.100, 12.535, 21.169
-181.592, -30.519, 12.577, 21.202
-181.590, -30.939, 12.619, 21.235
-181.587, -31.361, 12.661, 21.268
-181.584, -31.784, 12.704, 21.301
-181.581, -32.209, 12.747, 21.334
-181.579, -32.635, 12.789, 21.367
-181.576, -33.062, 12.832, 21.400
-181.573, -33.491, 12.875, 21.433
-181.570, -33.921, 12.918, 21.466
-181.567, -34.353, 12.962, 21.499
-181.564, -34.786, 13.005, 21.532
-181.562, -35.221, 13.049, 21.565
-181.559, -35.657, 13.092, 21.598
-181.556, -36.094, 13.136, 21.631
-181.553, -36.533, 13.180, 21.664
-181.550, -36.974, 13.224, 21.697
-181.547, -37.415, 13.269, 21.730
-181.544, -37.859, 13.313, 21.763
-181.541, -38.304, 13.358, 21.796
-181.538, -38.750, 13.402, 21.829
-181.535, -39.198, 13.447, 21.862
-181.532, -39.647, 13.492, 21.895
-181.529, -40.098, 13.537, 21.928
-181.526, -40.551, 13.582, 21.961
-181.523, -41.005, 13.628, 21.994
-181.520, -41.460, 13.674, 22.027
-181.517, -41.917, 13.719, 22.060
-181.514, -42.375, 13.765, 22.093
-181.511, -42.835, 13.811, 22.126
-181.508, -43.297, 13.858, 22.159
-181.505, -43.760, 13.904, 22.192
-181.502, -44.225, 13.951, 22.225
-181.499, -44.691, 13.997, 22.258
-181.496, -45.159, 14.044, 22.291
-181.492, -45.628, 14.091, 22.324
-181.489, -46.099, 14.139, 22.357
-181.486, -46.571, 14.186, 22.390
-181.483, -47.045, 14.233, 22.423
-181.480, -47.521, 14.281, 22.456
-181.476, -47.998, 14.329, 22.489
-181.473, -48.477, 14.377, 22.522
-181.470, -48.958, 14.425, 22.555
-181.467, -49.440, 14.473, 22.588
-181.463, -49.923, 14.522, 22.621
-181.460, -50.409, 14.570, 22.654
-181.457, -50.896, 14.619, 22.687
-181.453, -51.384, 14.668, 22.720
-181.450, -51.874, 14.717, 22.753
-181.446, -52.366, 14.766, 22.786
-181.443, -52.860, 14.816, 22.819
-181.440, -53.355, 14.865, 22.852
-181.436, -53.852, 14.915, 22.885
-181.433, -54.350, 14.965, 22.918
-181.429, -54.850, 15.015, 22.951
-181.426, -55.352, 15.065, 22.984
-181.422, -55.855, 15.115, 23.017
-181.419, -56.360, 15.166, 23.050
